client_id,account_id,genero,idade,nome_distrito,regiao,salario_medio_distrito,taxa_desemprego_96,frequency,saldo_medio,num_transacoes,volume_movimentado,emprestimo_ativo,valor_emprestimo,num_cartoes,status,risco,probabilidade_risco
6001,4969,M,62,Prostejov,south Moravia,8441,4.48,POPLATEK TYDNE,63042.52380952381,210,2797853,1,150180.0,0,C,0,0.09
9340,7542,M,32,Brno - mesto,south Moravia,9897,1.96,POPLATEK MESICNE,37909.69545454546,220,1094715,1,590820.0,0,C,0,0.09
4177,3455,M,64,Chomutov,north Bohemia,9675,7.68,POPLATEK MESICNE,52673.55263157895,190,2344805,0,67464.0,0,A,0,0.09
11266,9153,M,61,Nymburk,central Bohemia,8899,3.97,POPLATEK MESICNE,40892.79885057471,174,468394,1,52236.0,0,C,0,0.09
13417,10915,F,48,Klatovy,west Bohemia,8554,2.68,POPLATEK TYDNE,21450.58857142857,175,768882,1,152460.0,0,C,0,0.09
12181,9897,M,38,Hl.m. Praha,Prague,12541,0.43,POPLATEK MESICNE,30307.76963350785,382,1989481,0,36168.0,0,A,0,0.09
6235,5164,M,59,Kolin,central Bohemia,9307,4.43,POPLATEK MESICNE,22634.721153846152,104,288364,1,22356.0,0,C,0,0.09
2721,2247,F,49,Karlovy Vary,west Bohemia,8991,2.01,POPLATEK MESICNE,40649.66666666666,300,1614473,1,72504.0,0,C,0,0.09
13285,10807,M,64,Chomutov,north Bohemia,9675,7.68,POPLATEK MESICNE,55795.231578947365,190,2346907,0,67464.0,0,A,0,0.09
12738,10351,F,39,Cheb,west Bohemia,8624,2.66,POPLATEK MESICNE,17325.265384615384,260,701109,1,88704.0,0,C,0,0.09
6408,5305,M,43,Pardubice,east Bohemia,9538,1.81,POPLATEK MESICNE,39089.23489932886,149,1746076,1,240528.0,0,C,0,0.08
1051,873,F,28,Opava,north Moravia,8746,3.74,POPLATEK MESICNE,16895.573333333334,150,355603,1,178500.0,0,C,0,0.08
9346,7546,M,27,Hradec Kralove,east Bohemia,9425,2.5,POPLATEK MESICNE,34490.408352668215,431,2375784,0,41952.0,0,A,0,0.08
5521,4580,F,26,Nymburk,central Bohemia,8899,3.97,POPLATEK MESICNE,50401.45081967213,366,3929835,0,20220.0,1,A,0,0.08
1311,1093,F,43,Brno - mesto,south Moravia,9897,1.96,POPLATEK MESICNE,47677.12757201646,243,3633407,1,385104.0,0,C,0,0.08
4754,3942,F,60,Plzen - jih,west Bohemia,8561,1.29,POPLATEK TYDNE,57349.85427135678,199,2442744,1,107352.0,0,C,0,0.08
3546,2936,M,28,Beroun,central Bohemia,8980,2.21,POPLATEK MESICNE,26998.24623115578,199,859691,1,504000.0,0,C,0,0.08
6469,5358,M,46,Kladno,central Bohemia,9753,5.05,POPLATEK MESICNE,50175.34082397004,267,2242968,1,68340.0,0,C,0,0.08
3264,2705,F,49,Vyskov,south Moravia,8288,4.52,POPLATEK PO OBRATU,33983.26818181818,440,2734051,0,93888.0,0,A,0,0.08
8670,7184,F,56,Kolin,central Bohemia,9307,4.43,POPLATEK MESICNE,37220.17297297297,370,2051467,0,155640.0,0,A,0,0.08
12586,10233,M,52,Plzen - jih,west Bohemia,8561,1.29,POPLATEK MESICNE,33274.26116838488,291,1752315,1,239160.0,0,C,0,0.08
4169,3448,F,19,Jihlava,south Moravia,8757,3.95,POPLATEK TYDNE,38762.16551724138,145,1309041,1,68664.0,0,C,0,0.08
13955,11349,F,54,Hl.m. Praha,Prague,12541,0.43,POPLATEK TYDNE,48769.49013157895,304,3957378,1,419880.0,0,C,0,0.08
3793,3137,F,48,Most,north Bohemia,10446,9.4,POPLATEK MESICNE,40490.78571428572,126,1281138,1,253560.0,0,C,0,0.08
8610,7133,F,51,Brno - venkov,south Moravia,8743,2.43,POPLATEK MESICNE,18803.144620811287,567,745956,0,48672.0,0,A,0,0.08
11873,9645,F,36,Louny,north Bohemia,8965,8.23,POPLATEK MESICNE,45596.282608695656,230,2644572,1,176148.0,0,C,0,0.08
9663,7815,M,54,Prachatice,south Bohemia,8402,3.98,POPLATEK TYDNE,47063.621686746985,415,3141571,0,189696.0,0,A,0,0.07
3326,2754,F,47,Hodonin,south Moravia,8720,4.5,POPLATEK TYDNE,40543.86610878661,239,3122188,1,335280.0,0,C,0,0.07
4993,4144,F,26,Hl.m. Praha,Prague,12541,0.43,POPLATEK MESICNE,47824.545945945945,185,2022847,1,212976.0,0,C,0,0.07
3038,2516,F,53,Kutna Hora,central Bohemia,8546,4.02,POPLATEK MESICNE,43064.82547169811,212,1377445,1,466608.0,0,C,0,0.07
11126,9034,F,34,Hl.m. Praha,Prague,12541,0.43,POPLATEK MESICNE,39267.07855973813,611,3290892,0,38148.0,0,A,0,0.07
6359,5263,M,23,Zlin,south Moravia,9624,2.31,POPLATEK MESICNE,36227.42490842491,273,968542,1,276300.0,0,C,0,0.07
127,105,F,49,Tabor,south Bohemia,9104,2.07,POPLATEK MESICNE,30200.627118644068,59,493762,1,352704.0,1,C,0,0.07
11252,9140,F,34,Ceska Lipa,north Bohemia,9272,3.22,POPLATEK MESICNE,22821.85185185185,135,490894,1,16032.0,0,C,0,0.07
2606,2153,M,56,Tachov,west Bohemia,8930,4.2,POPLATEK TYDNE,33462.48540145985,274,2347133,0,61560.0,1,A,0,0.07
215,176,M,32,Novy Jicin,north Moravia,8678,5.57,POPLATEK TYDNE,49256.13868613139,274,2890719,0,27456.0,0,A,0,0.07
13924,11328,F,47,Brno - mesto,south Moravia,9897,1.96,POPLATEK MESICNE,46942.3698630137,146,1326829,1,280440.0,0,C,0,0.07
5928,4907,F,29,Havlickuv Brod,east Bohemia,8388,2.94,POPLATEK MESICNE,28207.45043103448,464,1953013,1,98832.0,0,C,0,0.07
6015,4981,M,26,Brno - mesto,south Moravia,9897,1.96,POPLATEK MESICNE,35846.290748898675,227,1773165,1,179328.0,0,C,0,0.07
6039,4999,F,41,Hl.m. Praha,Prague,12541,0.43,POPLATEK MESICNE,46892.703557312256,253,2181081,1,165168.0,1,C,0,0.07
13968,11359,M,31,Trebic,south Moravia,8814,5.74,POPLATEK MESICNE,36105.851851851854,378,2948097,0,54024.0,1,A,0,0.07
9236,7454,F,43,Tachov,west Bohemia,8930,4.2,POPLATEK MESICNE,17117.45434298441,449,698995,0,63312.0,0,A,0,0.07
1985,1638,M,62,Kutna Hora,central Bohemia,8546,4.02,POPLATEK TYDNE,40743.79090909091,110,751567,1,64224.0,0,C,0,0.07
8074,6686,M,41,Trebic,south Moravia,8814,5.74,POPLATEK MESICNE,38920.882978723406,188,2145346,1,116496.0,0,C,0,0.07
11976,9730,F,60,Brno - mesto,south Moravia,9897,1.96,POPLATEK MESICNE,25973.54777070064,157,529142,1,116040.0,0,C,0,0.07
603,501,F,33,Rakovnik,central Bohemia,8598,3.26,POPLATEK MESICNE,63325.55364806867,233,2600969,1,262980.0,0,C,0,0.07
3763,3112,F,22,Louny,north Bohemia,8965,8.23,POPLATEK MESICNE,73384.10022779043,439,4823300,1,123216.0,1,C,0,0.07
11709,9510,M,38,Hl.m. Praha,Prague,12541,0.43,POPLATEK MESICNE,36799.844311377245,167,1006327,1,228276.0,0,C,0,0.07
11516,9353,M,61,Kromeriz,south Moravia,8444,3.47,POPLATEK MESICNE,54125.6,230,2393998,1,188616.0,0,C,0,0.06
5699,4725,M,49,Opava,north Moravia,8746,3.74,POPLATEK MESICNE,26730.936936936934,111,1205356,1,168264.0,0,C,0,0.06
13412,10911,M,45,Hl.m. Praha,Prague,12541,0.43,POPLATEK TYDNE,39886.81304347826,460,3287346,0,131292.0,0,A,0,0.06
11286,9167,F,59,Breclav,south Moravia,8772,4.98,POPLATEK MESICNE,48846.994736842105,190,1440231,1,272220.0,0,C,0,0.06
13090,10645,F,19,Benesov,central Bohemia,8507,1.85,POPLATEK MESICNE,66259.25766871165,163,2531334,1,208332.0,0,C,0,0.06
9403,7594,M,25,Jindrichuv Hradec,south Bohemia,8427,1.54,POPLATEK MESICNE,52440.021671826624,323,2440590,1,130464.0,0,C,0,0.06
6349,5256,M,27,Olomouc,north Moravia,8994,4.79,POPLATEK PO OBRATU,52787.87009803922,408,3642046,0,193968.0,0,A,0,0.06
8568,7099,F,28,Hl.m. Praha,Prague,12541,0.43,POPLATEK MESICNE,40076.5201793722,223,1788020,1,234336.0,0,C,0,0.06
6255,5180,F,53,Brno - mesto,south Moravia,9897,1.96,POPLATEK MESICNE,45220.75675675676,74,885234,1,58764.0,1,C,0,0.06
9457,7637,M,21,Nachod,east Bohemia,8369,2.31,POPLATEK MESICNE,47488.19298245614,171,1452316,1,390096.0,1,C,0,0.06
7411,6138,F,36,Brno - mesto,south Moravia,9897,1.96,POPLATEK MESICNE,23762.54782608696,115,821313,1,67608.0,0,C,0,0.06
939,785,M,47,Tabor,south Bohemia,9104,2.07,POPLATEK TYDNE,43870.55555555556,108,944040,1,156096.0,0,C,0,0.06
10997,8926,F,27,Hl.m. Praha,Prague,12541,0.43,POPLATEK MESICNE,37751.47,200,854056,1,566640.0,0,C,0,0.06
4417,3664,M,23,Hl.m. Praha,Prague,12541,0.43,POPLATEK MESICNE,66368.98484848485,198,2457866,1,271584.0,1,C,0,0.06
11195,9093,M,46,Jihlava,south Moravia,8757,3.95,POPLATEK MESICNE,50215.70862068966,580,2705360,1,189300.0,1,C,0,0.06
980,816,M,38,Teplice,north Bohemia,9317,7.07,POPLATEK MESICNE,70446.04665314402,493,5550776,0,48624.0,0,A,0,0.06
10662,8645,F,50,Prostejov,south Moravia,8441,4.48,POPLATEK MESICNE,26573.072,125,639166,1,240900.0,0,C,0,0.06
9995,8092,M,41,Brno - mesto,south Moravia,9897,1.96,POPLATEK MESICNE,20582.10408921933,269,966976,1,56100.0,0,C,0,0.06
12616,10257,F,34,Plzen - jih,west Bohemia,8561,1.29,POPLATEK MESICNE,52987.41139240506,158,2248030,1,37812.0,0,C,0,0.06
8636,7156,F,58,Novy Jicin,north Moravia,8678,5.57,POPLATEK MESICNE,45033.66666666666,87,742110,1,49488.0,1,C,0,0.06
5911,4894,M,64,Ceske Budejovice,south Bohemia,10045,1.71,POPLATEK MESICNE,63274.358536585365,410,4237719,0,117024.0,1,A,0,0.06
3542,2933,M,60,Praha - vychod,central Bohemia,10124,0.54,POPLATEK MESICNE,52304.97251585624,473,5018932,1,272520.0,0,C,0,0.06
3517,2910,F,46,Frydek - Mistek,north Moravia,9893,4.72,POPLATEK MESICNE,44637.10588235294,85,1320839,1,437460.0,1,C,0,0.06
7814,6472,F,23,Trebic,south Moravia,8814,5.74,POPLATEK MESICNE,59798.343832021,381,4900497,0,43164.0,0,A,0,0.06
6257,5181,F,57,Prerov,north Moravia,8819,5.66,POPLATEK MESICNE,39458.07792207792,154,1022005,1,399120.0,0,C,0,0.05
3907,3230,F,45,Hl.m. Praha,Prague,12541,0.43,POPLATEK MESICNE,47051.018939393936,264,3112683,1,77184.0,0,C,0,0.05
4428,3674,M,45,Louny,north Bohemia,8965,8.23,POPLATEK MESICNE,67867.25438596492,570,6941745,0,23628.0,0,A,0,0.05
10095,8173,F,23,Hl.m. Praha,Prague,12541,0.43,POPLATEK MESICNE,56843.87706855792,423,5747571,0,80340.0,1,A,0,0.05
2430,2000,M,62,Kolin,central Bohemia,9307,4.43,POPLATEK MESICNE,48864.5859375,128,657159,1,290820.0,1,C,0,0.05
10828,8784,F,42,Hl.m. Praha,Prague,12541,0.43,POPLATEK MESICNE,49901.01047120419,191,2052089,1,74352.0,0,C,0,0.05
2489,2051,F,24,Zlin,south Moravia,9624,2.31,POPLATEK TYDNE,55195.63392857143,224,2893258,1,293880.0,1,D,1,0.05
2470,2035,M,56,Blansko,south Moravia,8240,3.56,POPLATEK MESICNE,50484.21985815603,282,1959694,1,176328.0,0,C,0,0.05
1554,1284,M,55,Brno - venkov,south Moravia,8743,2.43,POPLATEK MESICNE,58505.71428571428,91,1097774,1,52512.0,0,C,0,0.05
13852,11271,M,27,Kolin,central Bohemia,9307,4.43,POPLATEK MESICNE,23287.65346534653,303,1045435,1,67320.0,0,C,0,0.05
10043,8129,M,34,Jicin,east Bohemia,8390,2.89,POPLATEK MESICNE,39672.23244552058,413,2912982,0,74736.0,1,A,0,0.05
631,525,F,43,Karvina,north Moravia,10177,7.75,POPLATEK MESICNE,47845.27127659575,188,1810540,1,210384.0,0,C,0,0.05
13820,11244,F,51,Decin,north Bohemia,8705,7.61,POPLATEK MESICNE,45722.25882352941,170,2013651,1,155760.0,0,C,0,0.05
1509,1250,F,57,Uherske Hradiste,south Moravia,8544,1.86,POPLATEK MESICNE,27296.276018099543,221,1636320,1,182640.0,0,C,0,0.05
6987,5774,M,31,Hl.m. Praha,Prague,12541,0.43,POPLATEK MESICNE,34951.46534653466,303,1805721,0,31176.0,0,A,0,0.05
9715,7857,F,22,Jablonec n. Nisou,north Bohemia,8867,1.21,POPLATEK MESICNE,53222.27288428325,579,5347242,0,68112.0,0,A,0,0.05
3251,2694,F,37,Usti nad Orlici,east Bohemia,8363,3.49,POPLATEK MESICNE,47918.044397463,473,2746070,0,91632.0,0,A,0,0.05
2008,1656,M,59,Pardubice,east Bohemia,9538,1.81,POPLATEK MESICNE,35229.73611111111,144,1180871,1,189792.0,0,C,0,0.05
1208,1004,F,24,Karvina,north Moravia,10177,7.75,POPLATEK MESICNE,64389.01904761905,210,3070262,1,188532.0,0,C,0,0.05
9582,7745,F,57,Benesov,central Bohemia,8507,1.85,POPLATEK MESICNE,45833.69230769231,169,2034239,1,77544.0,1,C,0,0.05
11866,9640,M,62,Hl.m. Praha,Prague,12541,0.43,POPLATEK MESICNE,40071.02452830189,530,3450234,0,76416.0,0,A,0,0.05
13231,10762,M,40,Hl.m. Praha,Prague,12541,0.43,POPLATEK MESICNE,36905.79591836735,245,1541646,1,68832.0,0,C,0,0.05
4620,3834,F,59,Brno - mesto,south Moravia,9897,1.96,POPLATEK MESICNE,24129.73082706767,665,2216845,0,23052.0,0,A,0,0.05
9418,7607,M,49,Hl.m. Praha,Prague,12541,0.43,POPLATEK MESICNE,35077.4064665127,433,2095114,0,31728.0,0,A,0,0.05
3001,2486,M,41,Hl.m. Praha,Prague,12541,0.43,POPLATEK MESICNE,55885.52808988764,534,6910434,0,24516.0,0,A,0,0.05
13071,10630,M,43,Usti nad Labem,north Bohemia,9832,4.48,POPLATEK MESICNE,27560.861842105263,304,1616194,0,198240.0,0,A,0,0.05
6317,5228,F,42,Vsetin,north Moravia,8909,5.56,POPLATEK PO OBRATU,64091.779735682816,454,7117530,0,173808.0,0,A,0,0.05
4916,4079,M,60,Usti nad Orlici,east Bohemia,8363,3.49,POPLATEK MESICNE,51315.477739726026,584,4943029,1,158976.0,0,C,0,0.05
8064,6678,F,33,Brno - mesto,south Moravia,9897,1.96,POPLATEK MESICNE,66044.10218978103,274,4104041,1,294384.0,0,C,0,0.04
8548,7082,F,54,Hodonin,south Moravia,8720,4.5,POPLATEK MESICNE,28162.78111587983,233,752867,1,194160.0,0,C,0,0.04
7576,6273,M,37,Louny,north Bohemia,8965,8.23,POPLATEK MESICNE,51558.565326633165,398,3593916,0,87360.0,1,A,0,0.04
403,330,F,26,Havlickuv Brod,east Bohemia,8388,2.94,POPLATEK MESICNE,42020.43846153846,130,1213696,1,331584.0,0,C,0,0.04
13640,11096,F,44,Plzen - sever,west Bohemia,8594,2.01,POPLATEK MESICNE,36255.73154362416,149,1215007,1,213300.0,0,C,0,0.04
6729,5572,M,42,Cesky Krumlov,south Bohemia,9045,3.6,POPLATEK MESICNE,41528.31914893617,94,883339,1,140880.0,0,C,0,0.04
210,173,M,60,Zdar nad Sazavou,south Moravia,8512,4.12,POPLATEK MESICNE,37433.91433566433,572,2581475,0,104808.0,0,A,0,0.04
6301,5215,F,50,Brno - venkov,south Moravia,8743,2.43,POPLATEK MESICNE,44652.49607535322,637,2226450,0,14628.0,1,A,0,0.04
8096,6706,F,20,Louny,north Bohemia,8965,8.23,POPLATEK MESICNE,44139.76666666667,180,674153,1,64860.0,0,C,0,0.04
11359,9225,M,27,Praha - zapad,central Bohemia,9622,0.59,POPLATEK MESICNE,52243.22727272727,264,2562317,1,164256.0,0,C,0,0.04
11114,9024,M,47,Hl.m. Praha,Prague,12541,0.43,POPLATEK MESICNE,26800.315589353613,263,1148872,1,70656.0,0,C,0,0.04
12840,10436,M,60,Prostejov,south Moravia,8441,4.48,POPLATEK MESICNE,59367.74603174603,189,528126,1,54396.0,0,C,0,0.04
10517,8523,F,19,Brno - mesto,south Moravia,9897,1.96,POPLATEK MESICNE,55230.83783783784,185,2527443,1,93036.0,0,C,0,0.04
2291,1888,M,42,Kutna Hora,central Bohemia,8546,4.02,POPLATEK MESICNE,27610.465863453814,249,1674921,0,57360.0,0,B,1,0.04
3629,3005,M,52,Havlickuv Brod,east Bohemia,8388,2.94,POPLATEK PO OBRATU,44852.0495049505,101,1120283,1,390000.0,0,C,0,0.04
11713,9513,F,48,Kromeriz,south Moravia,8444,3.47,POPLATEK MESICNE,29415.30102040816,196,1392703,0,18324.0,0,A,0,0.04
2141,1766,M,48,Plzen - sever,west Bohemia,8594,2.01,POPLATEK MESICNE,28752.848861283645,483,2192315,1,30060.0,1,C,0,0.04
12376,10063,M,40,Kladno,central Bohemia,9753,5.05,POPLATEK TYDNE,49418.5,232,2197373,1,233424.0,0,C,0,0.04
3576,2962,F,60,Hl.m. Praha,Prague,12541,0.43,POPLATEK MESICNE,60424.6018957346,422,4846387,0,31248.0,0,A,0,0.04
11004,8931,M,52,Vyskov,south Moravia,8288,4.52,POPLATEK TYDNE,61704.90277777778,360,3835523,1,186300.0,1,C,0,0.04
11093,9006,M,40,Teplice,north Bohemia,9317,7.07,POPLATEK TYDNE,56833.23787528869,433,4509801,1,186384.0,0,C,0,0.04
11686,9494,F,51,Tabor,south Bohemia,9104,2.07,POPLATEK MESICNE,26965.455,200,1066255,0,116832.0,0,A,0,0.04
3294,2728,M,42,Usti nad Orlici,east Bohemia,8363,3.49,POPLATEK TYDNE,49536.2429906542,107,1053222,1,156420.0,0,C,0,0.04
1533,1270,M,39,Brno - venkov,south Moravia,8743,2.43,POPLATEK PO OBRATU,22698.29569892473,186,842841,1,74772.0,0,C,0,0.04
9798,7926,F,49,Jesenik,north Moravia,8173,7.01,POPLATEK TYDNE,51148.1780104712,191,2369853,0,84120.0,0,A,0,0.04
11855,9631,M,42,Praha - zapad,central Bohemia,9622,0.59,POPLATEK MESICNE,26120.86440677966,177,1005882,1,59448.0,0,C,0,0.04
11208,9104,F,42,Praha - vychod,central Bohemia,10124,0.54,POPLATEK MESICNE,56994.92803970223,403,3437911,0,172080.0,0,A,0,0.04
11461,9307,M,25,Karvina,north Moravia,10177,7.75,POPLATEK MESICNE,58766.85362095531,649,4964583,0,41904.0,0,A,0,0.04
1216,1012,F,54,Znojmo,south Moravia,8403,5.72,POPLATEK MESICNE,39696.39563106797,412,3092212,0,98184.0,0,A,0,0.04
11598,9424,F,22,Brno - mesto,south Moravia,9897,1.96,POPLATEK MESICNE,26198.53125,128,702324,1,83628.0,0,C,0,0.04
9546,7713,F,44,Svitavy,east Bohemia,8187,5.45,POPLATEK TYDNE,38540.63087248322,149,1297815,1,220440.0,0,C,0,0.04
3013,2496,F,49,Trutnov,east Bohemia,8541,2.97,POPLATEK MESICNE,21484.50788643533,317,1005207,1,165120.0,0,C,0,0.04
9417,7606,M,50,Tabor,south Bohemia,9104,2.07,POPLATEK MESICNE,55607.91293532338,402,4094561,1,191880.0,0,C,0,0.04
2952,2445,F,21,Usti nad Orlici,east Bohemia,8363,3.49,POPLATEK MESICNE,55419.49206349206,189,2592327,1,293160.0,0,C,0,0.04
1130,938,F,59,Karvina,north Moravia,10177,7.75,POPLATEK MESICNE,30607.126984126982,63,141875,1,22260.0,0,C,0,0.04
11329,9201,F,38,Jesenik,north Moravia,8173,7.01,POPLATEK MESICNE,54079.29126213592,206,2433839,1,122472.0,0,C,0,0.03
7324,6061,F,36,Hl.m. Praha,Prague,12541,0.43,POPLATEK MESICNE,40547.78571428572,126,944695,1,5148.0,0,C,0,0.03
13539,11013,M,21,Vyskov,south Moravia,8288,4.52,POPLATEK TYDNE,56912.57968476357,571,6376289,0,274740.0,1,A,0,0.03
11637,9455,M,48,Opava,north Moravia,8746,3.74,POPLATEK MESICNE,54097.46261682243,214,2114414,1,374760.0,0,C,0,0.03
11274,9159,M,30,Zlin,south Moravia,9624,2.31,POPLATEK MESICNE,42855.19791666666,288,1024547,1,69600.0,0,C,0,0.03
13912,11317,M,24,Svitavy,east Bohemia,8187,5.45,POPLATEK MESICNE,66468.5870967742,155,2168083,1,317460.0,0,C,0,0.03
7753,6425,F,21,Karvina,north Moravia,10177,7.75,POPLATEK MESICNE,26750.781902552204,431,1909120,0,36684.0,0,A,0,0.03
11050,8972,F,42,Karvina,north Moravia,10177,7.75,POPLATEK MESICNE,40796.141700404856,247,1422334,1,45024.0,0,C,0,0.03
8615,7136,F,60,Pribram,central Bohemia,8754,4.31,POPLATEK TYDNE,55798.65963060686,379,3127562,1,74124.0,0,C,0,0.03
10198,8260,M,23,Tachov,west Bohemia,8930,4.2,POPLATEK MESICNE,68073.48470588235,425,6075896,0,224604.0,1,A,0,0.03
12079,9814,F,27,Zlin,south Moravia,9624,2.31,POPLATEK TYDNE,60051.14004914005,407,3657362,0,96168.0,1,A,0,0.03
9555,7721,F,52,Rakovnik,central Bohemia,8598,3.26,POPLATEK MESICNE,43457.57731958763,97,856177,1,45456.0,1,C,0,0.03
8737,7240,F,51,Pelhrimov,south Bohemia,8114,2.62,POPLATEK MESICNE,24208.14973262032,187,1075681,1,152160.0,0,C,0,0.03
8764,7262,F,59,Karvina,north Moravia,10177,7.75,POPLATEK MESICNE,32637.284210526315,190,1026157,1,73260.0,0,C,0,0.03
9173,7401,M,54,Hl.m. Praha,Prague,12541,0.43,POPLATEK MESICNE,35557.592050209205,478,3157653,0,80952.0,0,A,0,0.03
9217,7437,F,59,Prachatice,south Bohemia,8402,3.98,POPLATEK TYDNE,32514.33846153846,130,574627,1,110736.0,0,C,0,0.03
13201,10738,M,62,Tachov,west Bohemia,8930,4.2,POPLATEK TYDNE,53153.725454545456,550,5091445,0,115992.0,1,A,0,0.03
9366,7562,M,24,Olomouc,north Moravia,8994,4.79,POPLATEK TYDNE,66885.87457627119,295,3908322,1,309600.0,0,C,0,0.03
9370,7565,M,24,Kromeriz,south Moravia,8444,3.47,POPLATEK MESICNE,31061.45089285714,224,1370298,1,153504.0,0,C,0,0.03
9456,7636,F,58,Teplice,north Bohemia,9317,7.07,POPLATEK MESICNE,43748.81463414634,205,1362759,1,42384.0,0,C,0,0.03
8356,6922,M,30,Beroun,central Bohemia,8980,2.21,POPLATEK TYDNE,48303.55555555556,108,1427038,1,139488.0,0,C,0,0.03
12308,10005,M,21,Zlin,south Moravia,9624,2.31,POPLATEK MESICNE,46756.61643835616,73,969769,1,210744.0,0,C,0,0.03
9717,7859,F,47,Usti nad Orlici,east Bohemia,8363,3.49,POPLATEK MESICNE,76453.66923076923,260,3459823,0,72120.0,1,A,0,0.03
9872,7990,F,32,Nymburk,central Bohemia,8899,3.97,POPLATEK MESICNE,67525.14485981308,214,2878750,1,144960.0,0,C,0,0.03
9915,8027,M,32,Plzen - jih,west Bohemia,8561,1.29,POPLATEK TYDNE,62552.77171215881,403,5473626,0,77640.0,0,A,0,0.03
12662,10297,M,46,Ceske Budejovice,south Bohemia,10045,1.71,POPLATEK MESICNE,49500.0,228,1718730,1,421008.0,1,C,0,0.03
10023,8114,F,26,Kromeriz,south Moravia,8444,3.47,POPLATEK MESICNE,35984.96958174905,263,1517428,1,99300.0,0,C,0,0.03
12547,10202,F,36,Karvina,north Moravia,10177,7.75,POPLATEK MESICNE,42387.596244131455,213,1585782,1,305424.0,0,C,0,0.03
12432,10105,M,34,Brno - venkov,south Moravia,8743,2.43,POPLATEK MESICNE,66951.42084168337,499,5903669,0,121896.0,0,A,0,0.03
8666,7180,F,28,Melnik,central Bohemia,9920,2.87,POPLATEK TYDNE,43225.46846846847,111,950378,1,99744.0,0,C,0,0.03
6946,5742,F,29,Ostrava - mesto,north Moravia,10673,5.44,POPLATEK PO OBRATU,49002.10699588477,243,2458871,1,232560.0,0,C,0,0.03
13971,11362,F,37,Bruntal,north Moravia,8110,6.55,POPLATEK MESICNE,30470.11046511628,344,1330026,0,129408.0,0,A,0,0.03
5801,4803,F,20,Plzen - mesto,west Bohemia,10787,3.09,POPLATEK MESICNE,25197.96,175,375732,1,59136.0,0,C,0,0.03
5364,4447,M,35,Uherske Hradiste,south Moravia,8544,1.86,POPLATEK MESICNE,47651.21390374332,187,1953601,1,192744.0,0,C,0,0.03
4710,3906,F,38,Usti nad Orlici,east Bohemia,8363,3.49,POPLATEK MESICNE,66272.0425531915,94,1242225,1,334620.0,0,C,0,0.03
6616,5481,M,46,Hl.m. Praha,Prague,12541,0.43,POPLATEK MESICNE,56543.898263027295,403,5008651,0,209184.0,0,A,0,0.03
1681,1389,M,59,Chomutov,north Bohemia,9675,7.68,POPLATEK MESICNE,48904.25396825397,126,1336003,1,125472.0,0,C,0,0.03
5433,4503,M,24,Svitavy,east Bohemia,8187,5.45,POPLATEK MESICNE,58129.095563139934,293,3892381,1,135360.0,1,C,0,0.03
352,290,M,59,Breclav,south Moravia,8772,4.98,POPLATEK MESICNE,53456.674134419554,491,4172379,0,123696.0,0,A,0,0.03
414,339,F,52,Nachod,east Bohemia,8369,2.31,POPLATEK TYDNE,65889.81018518518,216,2782005,1,468060.0,1,C,0,0.03
2831,2343,F,19,Frydek - Mistek,north Moravia,9893,4.72,POPLATEK MESICNE,39104.214521452144,303,1261106,0,99336.0,0,A,0,0.03
6731,5574,M,56,Rakovnik,central Bohemia,8598,3.26,POPLATEK TYDNE,60027.15968586387,382,5459720,0,44628.0,0,A,0,0.03
6749,5591,F,56,Nymburk,central Bohemia,8899,3.97,POPLATEK MESICNE,51147.89632107024,299,1551033,1,221880.0,0,C,0,0.03
2550,2106,F,23,Hl.m. Praha,Prague,12541,0.43,POPLATEK MESICNE,22391.583783783783,185,926467,0,101520.0,0,A,0,0.03
861,718,F,43,Hl.m. Praha,Prague,12541,0.43,POPLATEK MESICNE,48722.73309608541,281,2782388,0,76944.0,1,A,0,0.03
2522,2080,M,62,Ostrava - mesto,north Moravia,10673,5.44,POPLATEK MESICNE,63789.734375,128,2093484,1,214596.0,1,C,0,0.03
2647,2187,M,59,Nymburk,central Bohemia,8899,3.97,POPLATEK TYDNE,65723.25675675676,222,3016414,0,53472.0,0,A,0,0.03
5366,4448,F,28,Prostejov,south Moravia,8441,4.48,POPLATEK MESICNE,67194.60788863109,431,4689737,0,192744.0,1,A,0,0.03
6892,5698,F,48,Hl.m. Praha,Prague,12541,0.43,POPLATEK MESICNE,58031.55555555556,99,1267477,1,99216.0,0,C,0,0.03
1300,1083,M,20,Jicin,east Bohemia,8390,2.89,POPLATEK MESICNE,26454.354166666668,192,672485,1,50976.0,0,C,0,0.03
1029,854,F,45,Hl.m. Praha,Prague,12541,0.43,POPLATEK MESICNE,26392.90019569472,511,1414497,1,87216.0,0,C,0,0.03
5860,4852,M,35,Pardubice,east Bohemia,9538,1.81,POPLATEK MESICNE,24255.52,275,1007218,1,213300.0,0,C,0,0.03
7010,5794,M,32,Karvina,north Moravia,10177,7.75,POPLATEK MESICNE,42213.9344978166,229,1930977,1,123600.0,0,C,0,0.03
2190,1808,M,25,Plzen - sever,west Bohemia,8594,2.01,POPLATEK MESICNE,69693.36633663367,101,1226571,1,385584.0,0,C,0,0.03
3906,3229,M,63,Zlin,south Moravia,9624,2.31,POPLATEK MESICNE,53534.21299638989,277,2461466,0,39024.0,1,A,0,0.03
