client_id,account_id,genero,idade,nome_distrito,regiao,salario_medio_distrito,taxa_desemprego_96,frequency,saldo_medio,num_transacoes,volume_movimentado,emprestimo_ativo,valor_emprestimo,num_cartoes
1096,910,F,73,Hl.m. Praha,Prague,12541,0.43,POPLATEK MESICNE,29580.346153846152,104,207717,0,0.0,0
1098,911,F,51,Prostejov,south Moravia,8441,4.48,POPLATEK MESICNE,46607.98765432099,162,1224156,0,0.0,1
1099,912,F,20,Znojmo,south Moravia,8403,5.72,POPLATEK MESICNE,18675.908045977012,87,124567,0,0.0,0
1100,913,M,48,Kromeriz,south Moravia,8444,3.47,POPLATEK MESICNE,35818.586956521736,230,963165,0,0.0,0
1101,914,M,53,Ostrava - mesto,north Moravia,10673,5.44,POPLATEK MESICNE,17852.334482758622,290,404145,0,0.0,0
1102,915,M,64,Olomouc,north Moravia,8994,4.79,POPLATEK MESICNE,51495.42424242424,330,3941759,1,309552.0,0
1103,916,M,48,Hl.m. Praha,Prague,12541,0.43,POPLATEK MESICNE,27965.516129032258,155,938245,0,0.0,0
1105,917,M,57,Breclav,south Moravia,8772,4.98,POPLATEK MESICNE,37088.811594202896,207,681620,0,0.0,0
1107,918,M,38,Prostejov,south Moravia,8441,4.48,POPLATEK MESICNE,35613.078125,128,894329,0,0.0,0
1108,919,F,44,Uherske Hradiste,south Moravia,8544,1.86,POPLATEK MESICNE,35568.39655172414,116,502762,0,0.0,0
1109,920,F,68,Jihlava,south Moravia,8757,3.95,POPLATEK MESICNE,16717.178571428572,140,287507,0,0.0,0
1110,921,F,71,Praha - vychod,central Bohemia,10124,0.54,POPLATEK MESICNE,28729.62893081761,159,339166,0,0.0,0
1111,922,M,20,Trebic,south Moravia,8814,5.74,POPLATEK MESICNE,34720.76646706587,334,613157,0,0.0,0
1112,923,F,69,Rakovnik,central Bohemia,8598,3.26,POPLATEK MESICNE,21123.005494505494,182,376183,0,0.0,0
1113,924,M,23,Praha - zapad,central Bohemia,9622,0.59,POPLATEK MESICNE,16336.217821782178,202,264512,0,0.0,0
1114,925,M,19,Kromeriz,south Moravia,8444,3.47,POPLATEK MESICNE,44084.37903225807,372,2789298,0,0.0,0
1115,926,F,79,Liberec,north Bohemia,9198,4.28,POPLATEK MESICNE,19790.108333333334,120,226166,0,0.0,0
1116,927,F,26,Jesenik,north Moravia,8173,7.01,POPLATEK MESICNE,21240.333333333332,111,513715,0,0.0,0
1117,928,F,23,Strakonice,south Bohemia,8547,3.64,POPLATEK MESICNE,39755.623762376235,404,1273737,0,0.0,0
1119,929,F,19,Brno - mesto,south Moravia,9897,1.96,POPLATEK MESICNE,28732.581521739132,368,1307451,0,0.0,0
1120,930,F,26,Usti nad Labem,north Bohemia,9832,4.48,POPLATEK MESICNE,41084.227040816324,392,2075428,0,0.0,0
1121,931,M,60,Kromeriz,south Moravia,8444,3.47,POPLATEK MESICNE,25466.23246492986,499,788014,0,0.0,0
1122,932,M,78,Strakonice,south Bohemia,8547,3.64,POPLATEK MESICNE,22845.78832116788,137,264213,0,0.0,0
1124,933,M,71,Tabor,south Bohemia,9104,2.07,POPLATEK MESICNE,28996.28125,192,465938,0,0.0,0
1125,934,F,65,Nymburk,central Bohemia,8899,3.97,POPLATEK MESICNE,27940.88888888889,45,124867,0,0.0,0
1127,935,M,25,Cheb,west Bohemia,8624,2.66,POPLATEK MESICNE,16232.582524271844,103,139498,0,0.0,0
1128,936,M,69,Melnik,central Bohemia,9920,2.87,POPLATEK MESICNE,17632.233695652172,184,289727,0,0.0,0
1129,937,M,68,Hradec Kralove,east Bohemia,9425,2.5,POPLATEK MESICNE,23429.194871794873,195,332311,0,0.0,0
1130,938,F,59,Karvina,north Moravia,10177,7.75,POPLATEK MESICNE,30607.126984126986,63,141875,1,22260.0,0
1131,939,F,52,Brno - venkov,south Moravia,8743,2.43,POPLATEK MESICNE,18877.593495934958,246,311049,0,0.0,0
1133,940,F,41,Litomerice,north Bohemia,9065,5.39,POPLATEK MESICNE,72794.35353535354,297,4031951,1,284280.0,1
1135,941,M,47,Mlada Boleslav,central Bohemia,11277,1.44,POPLATEK MESICNE,19016.593525179855,278,737362,0,0.0,0
1136,942,F,23,Nymburk,central Bohemia,8899,3.97,POPLATEK MESICNE,29103.57251908397,393,784244,0,0.0,0
1137,943,F,22,Hl.m. Praha,Prague,12541,0.43,POPLATEK MESICNE,20619.35734870317,347,442689,0,0.0,0
1138,944,F,29,Karvina,north Moravia,10177,7.75,POPLATEK MESICNE,42866.88536585366,410,2559037,0,0.0,0
1140,945,M,53,Pisek,south Bohemia,8968,3.35,POPLATEK MESICNE,43368.586956521736,92,579660,0,0.0,1
1141,946,F,58,Tabor,south Bohemia,9104,2.07,POPLATEK MESICNE,41134.06896551724,174,1348691,0,0.0,0
1142,947,F,53,Kromeriz,south Moravia,8444,3.47,POPLATEK MESICNE,30094.279176201373,437,835709,0,0.0,0
1145,949,F,31,Jihlava,south Moravia,8757,3.95,POPLATEK MESICNE,39108.700598802396,167,1000663,0,0.0,0
1146,950,M,34,Brno - mesto,south Moravia,9897,1.96,POPLATEK MESICNE,66693.58495821727,359,2939331,0,0.0,1
1147,951,M,69,Beroun,central Bohemia,8980,2.21,POPLATEK MESICNE,19997.496598639456,147,273157,0,0.0,0
1148,952,M,58,Usti nad Labem,north Bohemia,9832,4.48,POPLATEK MESICNE,36938.875,64,291233,0,0.0,0
1149,953,F,23,Ceske Budejovice,south Bohemia,10045,1.71,POPLATEK MESICNE,31341.49442379182,269,312460,0,0.0,0
1150,954,F,54,Ostrava - mesto,north Moravia,10673,5.44,POPLATEK MESICNE,32361.372093023256,258,498339,0,0.0,0
1151,955,M,26,Kromeriz,south Moravia,8444,3.47,POPLATEK MESICNE,32321.6875,160,875318,0,0.0,0
1152,956,M,18,Ostrava - mesto,north Moravia,10673,5.44,POPLATEK MESICNE,40503.31775700935,321,865489,0,0.0,0
1153,957,F,19,Karvina,north Moravia,10177,7.75,POPLATEK MESICNE,18575.073529411766,204,301401,0,0.0,0
1154,958,M,75,Olomouc,north Moravia,8994,4.79,POPLATEK MESICNE,26170.11111111111,153,391474,0,0.0,0
1156,959,F,66,Hl.m. Praha,Prague,12541,0.43,POPLATEK MESICNE,17772.01111111111,180,302287,0,0.0,0
1157,960,F,41,Kladno,central Bohemia,9753,5.05,POPLATEK PO OBRATU,55426.55284552846,369,4387312,1,189060.0,1
1158,961,F,45,Hl.m. Praha,Prague,12541,0.43,POPLATEK MESICNE,22486.725806451614,62,402127,0,0.0,0
1159,962,M,55,Zlin,south Moravia,9624,2.31,POPLATEK MESICNE,30034.114285714284,140,766607,0,0.0,0
1161,963,M,26,Melnik,central Bohemia,9920,2.87,POPLATEK MESICNE,54820.16197183099,142,1072858,0,0.0,0
1162,964,F,24,Plzen - mesto,west Bohemia,10787,3.09,POPLATEK MESICNE,41622.086956521736,253,617376,0,0.0,0
1163,965,M,35,Strakonice,south Bohemia,8547,3.64,POPLATEK MESICNE,19794.564971751413,354,715098,0,0.0,0
1164,966,F,40,Cesky Krumlov,south Bohemia,9045,3.6,POPLATEK MESICNE,18434.3125,48,70434,0,0.0,0
1165,967,F,57,Cesky Krumlov,south Bohemia,9045,3.6,POPLATEK MESICNE,48694.7652173913,115,1085168,0,0.0,1
1166,968,M,40,Ostrava - mesto,north Moravia,10673,5.44,POPLATEK MESICNE,32783.625,200,894495,0,0.0,0
1168,969,M,21,Prachatice,south Bohemia,8402,3.98,POPLATEK MESICNE,48412.925072046106,347,899988,0,0.0,1
1169,970,F,58,Pisek,south Bohemia,8968,3.35,POPLATEK MESICNE,44588.95698924731,93,588354,0,0.0,1
1170,971,M,22,Pribram,central Bohemia,8754,4.31,POPLATEK MESICNE,31127.734567901236,162,623778,0,0.0,0
1171,972,F,25,Nachod,east Bohemia,8369,2.31,POPLATEK MESICNE,15170.398496240601,133,149541,0,0.0,0
1172,973,F,76,Brno - mesto,south Moravia,9897,1.96,POPLATEK MESICNE,31154.092050209205,239,565266,0,0.0,0
1174,974,F,29,Rokycany,west Bohemia,8843,3.6,POPLATEK MESICNE,47629.0,279,3086592,0,0.0,0
1175,975,M,74,Hl.m. Praha,Prague,12541,0.43,POPLATEK MESICNE,16921.741379310344,116,261377,0,0.0,0
1177,976,F,60,Vsetin,north Moravia,8909,5.56,POPLATEK MESICNE,46651.17525773196,194,1558161,0,0.0,0
1178,977,F,28,Hl.m. Praha,Prague,12541,0.43,POPLATEK MESICNE,50237.31407035176,398,2145181,0,0.0,0
1179,978,F,69,Hl.m. Praha,Prague,12541,0.43,POPLATEK MESICNE,45043.65732087228,321,782343,0,0.0,1
1180,979,M,55,Tabor,south Bohemia,9104,2.07,POPLATEK MESICNE,35852.90594059406,404,2702581,0,0.0,0
1181,980,M,60,Hl.m. Praha,Prague,12541,0.43,POPLATEK MESICNE,42888.93877551021,147,575472,0,0.0,0
1182,981,F,53,Zdar nad Sazavou,south Moravia,8512,4.12,POPLATEK MESICNE,61231.086956521736,299,2187796,0,0.0,1
1183,982,M,57,Brno - mesto,south Moravia,9897,1.96,POPLATEK MESICNE,26431.228714524208,599,903139,0,0.0,0
1186,984,F,52,Benesov,central Bohemia,8507,1.85,POPLATEK MESICNE,29879.34355828221,163,726387,0,0.0,0
1187,985,F,38,Ceska Lipa,north Bohemia,9272,3.22,POPLATEK MESICNE,19132.633204633206,259,356330,0,0.0,0
1189,986,F,67,Ostrava - mesto,north Moravia,10673,5.44,POPLATEK MESICNE,25152.779141104296,163,371454,0,0.0,0
1190,987,F,23,Cesky Krumlov,south Bohemia,9045,3.6,POPLATEK MESICNE,44987.729559748426,159,729224,0,0.0,0
1192,988,F,74,Praha - vychod,central Bohemia,10124,0.54,POPLATEK MESICNE,32578.28897338403,263,664008,0,0.0,0
1193,989,M,73,Prachatice,south Bohemia,8402,3.98,POPLATEK MESICNE,19135.212765957447,329,574960,0,0.0,0
1194,990,F,60,Pelhrimov,south Bohemia,8114,2.62,POPLATEK MESICNE,60630.37674418605,215,1555726,0,0.0,1
1195,991,F,60,Most,north Bohemia,10446,9.4,POPLATEK MESICNE,63685.90512820513,390,3078154,0,0.0,0
1196,992,M,56,Domazlice,west Bohemia,8620,1.25,POPLATEK MESICNE,23206.983277591975,299,904062,0,0.0,0
1197,993,F,33,Kutna Hora,central Bohemia,8546,4.02,POPLATEK MESICNE,54170.60952380952,105,1188251,1,108720.0,1
1198,994,F,24,Olomouc,north Moravia,8994,4.79,POPLATEK MESICNE,40778.738396624474,237,720640,0,0.0,0
1199,995,F,23,Zlin,south Moravia,9624,2.31,POPLATEK MESICNE,20506.803652968036,219,255610,0,0.0,0
1200,996,F,68,Pardubice,east Bohemia,9538,1.81,POPLATEK MESICNE,20436.76923076923,78,189607,0,0.0,0
1201,997,M,54,Brno - mesto,south Moravia,9897,1.96,POPLATEK MESICNE,24584.22972972973,148,172816,0,0.0,0
1202,998,F,19,Pardubice,east Bohemia,9538,1.81,POPLATEK MESICNE,41224.85923753666,341,3323377,0,0.0,1
1204,1000,F,25,Vsetin,north Moravia,8909,5.56,POPLATEK MESICNE,57893.12328767123,584,4779772,0,0.0,0
1206,1002,M,42,Svitavy,east Bohemia,8187,5.45,POPLATEK MESICNE,17292.87951807229,166,264413,0,0.0,0
1207,1003,F,60,Plzen - sever,west Bohemia,8594,2.01,POPLATEK MESICNE,51058.67901234568,162,1182167,0,0.0,0
1208,1004,F,24,Karvina,north Moravia,10177,7.75,POPLATEK MESICNE,64389.01904761905,210,3070262,1,188532.0,0
1209,1005,F,42,Liberec,north Bohemia,9198,4.28,POPLATEK TYDNE,69621.14047619047,420,5339154,0,0.0,0
1210,1006,M,38,Kutna Hora,central Bohemia,8546,4.02,POPLATEK MESICNE,34700.54649265905,613,647143,0,0.0,0
1211,1007,M,21,Hl.m. Praha,Prague,12541,0.43,POPLATEK MESICNE,39365.637837837836,185,618933,0,0.0,1
1212,1008,F,72,Rakovnik,central Bohemia,8598,3.26,POPLATEK MESICNE,24862.297709923663,131,305789,0,0.0,0
1213,1009,M,33,Hl.m. Praha,Prague,12541,0.43,POPLATEK TYDNE,55702.72619047619,252,3872823,0,0.0,1
1214,1010,M,59,Trebic,south Moravia,8814,5.74,POPLATEK MESICNE,49619.03806228374,289,3551897,0,0.0,0
1215,1011,M,55,Jicin,east Bohemia,8390,2.89,POPLATEK MESICNE,57193.650154798765,323,2172135,1,204000.0,0
1216,1012,F,54,Znojmo,south Moravia,8403,5.72,POPLATEK MESICNE,39696.395631067964,412,3092212,0,98184.0,0
1217,1013,M,62,Kromeriz,south Moravia,8444,3.47,POPLATEK MESICNE,16263.60583941606,137,174525,0,0.0,0
1218,1014,M,19,Ostrava - mesto,north Moravia,10673,5.44,POPLATEK MESICNE,25432.85625,160,392667,0,0.0,0
1219,1015,M,55,Hl.m. Praha,Prague,12541,0.43,POPLATEK MESICNE,19736.55681818182,88,255871,0,0.0,0
1220,1016,F,46,Teplice,north Bohemia,9317,7.07,POPLATEK MESICNE,64554.509345794395,428,2830889,0,0.0,1
1221,1017,F,26,Ceske Budejovice,south Bohemia,10045,1.71,POPLATEK MESICNE,46475.720797720795,351,2367788,0,0.0,0
1222,1018,F,60,Melnik,central Bohemia,9920,2.87,POPLATEK MESICNE,18606.419664268586,417,594341,0,0.0,0
1223,1019,F,44,Ceske Budejovice,south Bohemia,10045,1.71,POPLATEK MESICNE,40002.89407540395,557,3049994,0,0.0,1
1224,1020,M,61,Breclav,south Moravia,8772,4.98,POPLATEK MESICNE,18306.237668161433,223,218728,0,0.0,0
1225,1021,M,53,Havlickuv Brod,east Bohemia,8388,2.94,POPLATEK MESICNE,17743.436893203885,103,150141,0,0.0,0
1226,1022,F,48,Decin,north Bohemia,8705,7.61,POPLATEK TYDNE,67102.0,287,3370390,0,0.0,0
1228,1023,F,50,Tabor,south Bohemia,9104,2.07,POPLATEK MESICNE,36780.14642857143,280,2524519,0,0.0,1
1229,1024,M,28,Prachatice,south Bohemia,8402,3.98,POPLATEK MESICNE,16411.908045977012,87,107640,0,0.0,0
1231,1026,F,34,Strakonice,south Bohemia,8547,3.64,POPLATEK MESICNE,54261.0,86,567004,0,0.0,1
1233,1027,M,57,Frydek - Mistek,north Moravia,9893,4.72,POPLATEK MESICNE,16126.076923076924,78,132597,0,0.0,0
1234,1028,M,24,Cheb,west Bohemia,8624,2.66,POPLATEK MESICNE,17496.666666666668,30,63000,0,0.0,0
1236,1029,F,32,Plzen - mesto,west Bohemia,10787,3.09,POPLATEK MESICNE,67621.26865671642,268,3496135,0,0.0,0
1237,1030,M,76,Hodonin,south Moravia,8720,4.5,POPLATEK MESICNE,29343.031674208145,221,434600,0,0.0,0
1238,1031,M,64,Ostrava - mesto,north Moravia,10673,5.44,POPLATEK MESICNE,42034.55625,320,1555973,0,0.0,0
1239,1032,F,23,Praha - zapad,central Bohemia,9622,0.59,POPLATEK MESICNE,66853.64837905236,401,7327524,0,0.0,1
1240,1033,F,23,Ceska Lipa,north Bohemia,9272,3.22,POPLATEK MESICNE,25618.76923076923,26,94933,0,0.0,0
1241,1034,F,57,Opava,north Moravia,8746,3.74,POPLATEK MESICNE,26909.663636363635,110,325529,0,0.0,0
1242,1035,F,55,Opava,north Moravia,8746,3.74,POPLATEK MESICNE,46158.016,125,791632,0,0.0,1
1243,1036,F,25,Praha - zapad,central Bohemia,9622,0.59,POPLATEK MESICNE,55690.84422110553,199,1774240,0,0.0,1
1244,1037,M,35,Hl.m. Praha,Prague,12541,0.43,POPLATEK MESICNE,58728.05263157895,171,821118,0,0.0,1
1245,1038,M,20,Zlin,south Moravia,9624,2.31,POPLATEK MESICNE,17451.445344129555,247,268021,0,0.0,0
1246,1039,M,37,Karvina,north Moravia,10177,7.75,POPLATEK TYDNE,74788.02619047619,420,5955595,0,0.0,1
1248,1040,M,28,Prachatice,south Bohemia,8402,3.98,POPLATEK MESICNE,49366.68421052631,171,2133665,0,0.0,0
1250,1042,F,47,Hradec Kralove,east Bohemia,9425,2.5,POPLATEK MESICNE,43701.8256227758,281,1478645,0,0.0,0
1251,1043,M,40,Hl.m. Praha,Prague,12541,0.43,POPLATEK MESICNE,62433.52564102564,78,784194,0,0.0,1
1253,1044,F,32,Ceske Budejovice,south Bohemia,10045,1.71,POPLATEK MESICNE,37527.75619834711,242,1218467,0,0.0,1
1254,1045,F,60,Beroun,central Bohemia,8980,2.21,POPLATEK MESICNE,19213.852941176472,170,394407,0,0.0,0
1255,1046,F,33,Hl.m. Praha,Prague,12541,0.43,POPLATEK MESICNE,30430.68359375,256,1126184,0,0.0,0
1256,1047,F,44,Nachod,east Bohemia,8369,2.31,POPLATEK MESICNE,24240.927083333332,288,804591,0,0.0,0
1257,1048,F,71,Jablonec n. Nisou,north Bohemia,8867,1.21,POPLATEK MESICNE,18597.25,344,810901,0,0.0,0
1259,1049,M,33,Pisek,south Bohemia,8968,3.35,POPLATEK MESICNE,29340.63768115942,69,102201,0,0.0,0
1260,1050,F,54,Hodonin,south Moravia,8720,4.5,POPLATEK PO OBRATU,47693.427553444184,421,3806548,0,0.0,0
1262,1051,M,47,Jablonec n. Nisou,north Bohemia,8867,1.21,POPLATEK MESICNE,36312.65540540541,296,1760680,0,0.0,0
1264,1052,F,23,Trebic,south Moravia,8814,5.74,POPLATEK MESICNE,26576.939716312056,282,920529,0,0.0,0
1265,1053,F,41,Hodonin,south Moravia,8720,4.5,POPLATEK MESICNE,26312.398907103827,366,1198986,0,0.0,0
1266,1054,F,47,Novy Jicin,north Moravia,8678,5.57,POPLATEK MESICNE,28578.46153846154,403,1502857,0,0.0,0
1267,1055,F,45,Rokycany,west Bohemia,8843,3.6,POPLATEK MESICNE,17681.643564356436,101,131943,0,0.0,0
1269,1056,F,51,Hl.m. Praha,Prague,12541,0.43,POPLATEK TYDNE,30030.645569620254,79,674055,0,0.0,0
1270,1057,M,69,Rakovnik,central Bohemia,8598,3.26,POPLATEK MESICNE,18561.163333333334,300,579037,0,0.0,0
1271,1058,M,64,Pardubice,east Bohemia,9538,1.81,POPLATEK MESICNE,57397.57070707071,198,1513377,0,0.0,1
1272,1059,M,55,Mlada Boleslav,central Bohemia,11277,1.44,POPLATEK MESICNE,15527.042016806723,238,269948,0,0.0,0
1273,1060,M,21,Kutna Hora,central Bohemia,8546,4.02,POPLATEK MESICNE,32077.615384615383,39,276452,0,0.0,0
1274,1061,M,23,Chrudim,east Bohemia,8254,3.76,POPLATEK MESICNE,18513.196721311477,61,185452,0,0.0,0
1275,1062,F,48,Hl.m. Praha,Prague,12541,0.43,POPLATEK MESICNE,51014.03888888889,360,3265771,0,0.0,0
1276,1063,F,57,Frydek - Mistek,north Moravia,9893,4.72,POPLATEK MESICNE,58807.792,125,417552,0,0.0,0
1277,1064,M,68,Karvina,north Moravia,10177,7.75,POPLATEK MESICNE,23569.184615384616,65,157364,0,0.0,0
1278,1065,M,21,Olomouc,north Moravia,8994,4.79,POPLATEK MESICNE,29958.665714285715,350,840741,0,0.0,0
1279,1066,M,43,Jindrichuv Hradec,south Bohemia,8427,1.54,POPLATEK TYDNE,72071.58787878788,165,2670734,0,0.0,0
1280,1067,M,47,Chomutov,north Bohemia,9675,7.68,POPLATEK MESICNE,69916.54010695187,187,2845629,0,0.0,1
1282,1068,M,63,Usti nad Orlici,east Bohemia,8363,3.49,POPLATEK MESICNE,34852.120253164554,158,867309,1,253200.0,0
1283,1069,F,60,Zdar nad Sazavou,south Moravia,8512,4.12,POPLATEK MESICNE,17735.601307189543,306,586181,0,0.0,0
1285,1070,M,60,Uherske Hradiste,south Moravia,8544,1.86,POPLATEK MESICNE,32127.570621468927,177,1124435,0,0.0,0
1286,1071,F,49,Usti nad Orlici,east Bohemia,8363,3.49,POPLATEK TYDNE,47187.45292620865,393,3758239,1,253200.0,0
1287,1072,F,55,Znojmo,south Moravia,8403,5.72,POPLATEK MESICNE,32356.41379310345,58,318887,0,0.0,0
1288,1073,M,27,Opava,north Moravia,8746,3.74,POPLATEK MESICNE,45392.694362017806,337,1037590,0,0.0,0
1289,1074,M,53,Kromeriz,south Moravia,8444,3.47,POPLATEK MESICNE,67854.77702702703,148,1411169,0,0.0,1
1290,1075,M,23,Jablonec n. Nisou,north Bohemia,8867,1.21,POPLATEK MESICNE,36517.27843137255,255,656729,0,0.0,0
1291,1076,F,35,Hl.m. Praha,Prague,12541,0.43,POPLATEK MESICNE,41816.2776119403,335,1315882,0,0.0,0
1292,1077,M,22,Ceske Budejovice,south Bohemia,10045,1.71,POPLATEK MESICNE,40085.77419354839,372,1019769,0,0.0,1
1293,1078,M,72,Hl.m. Praha,Prague,12541,0.43,POPLATEK MESICNE,22086.756756756757,148,381158,0,0.0,0
1295,1079,F,55,Ostrava - mesto,north Moravia,10673,5.44,POPLATEK MESICNE,45695.43048128342,374,3724874,0,0.0,0
1296,1080,F,40,Brno - venkov,south Moravia,8743,2.43,POPLATEK MESICNE,52899.85552407932,353,3101983,0,0.0,1
1297,1081,F,81,Zlin,south Moravia,9624,2.31,POPLATEK MESICNE,21398.718446601943,103,193044,0,0.0,0
1299,1082,F,79,Benesov,central Bohemia,8507,1.85,POPLATEK MESICNE,16721.496240601504,133,298437,0,0.0,0
1300,1083,M,20,Jicin,east Bohemia,8390,2.89,POPLATEK MESICNE,26454.354166666668,192,672485,1,50976.0,0
1303,1085,F,59,Havlickuv Brod,east Bohemia,8388,2.94,POPLATEK MESICNE,40481.35,80,420829,0,0.0,0
1304,1086,M,63,Litomerice,north Bohemia,9065,5.39,POPLATEK MESICNE,17779.84699453552,183,154360,0,0.0,0
1305,1087,F,54,Brno - venkov,south Moravia,8743,2.43,POPLATEK MESICNE,44726.153846153844,143,1104903,0,0.0,0
1306,1088,F,77,Ceska Lipa,north Bohemia,9272,3.22,POPLATEK MESICNE,21500.85049833887,301,656486,0,0.0,0
1307,1089,M,46,Ostrava - mesto,north Moravia,10673,5.44,POPLATEK MESICNE,29052.562248995982,249,1109813,0,0.0,0
1308,1090,M,45,Jesenik,north Moravia,8173,7.01,POPLATEK MESICNE,39334.694444444445,144,387164,0,0.0,0
1309,1091,M,24,Hl.m. Praha,Prague,12541,0.43,POPLATEK MESICNE,48652.25714285715,105,143903,0,0.0,0
1310,1092,F,22,Usti nad Labem,north Bohemia,9832,4.48,POPLATEK MESICNE,25302.936170212764,235,1096229,0,0.0,1
1311,1093,F,43,Brno - mesto,south Moravia,9897,1.96,POPLATEK MESICNE,47677.12757201646,243,3633407,1,385104.0,0
1312,1094,F,64,Jablonec n. Nisou,north Bohemia,8867,1.21,POPLATEK MESICNE,21534.846153846152,169,338549,0,0.0,0
1313,1095,M,29,Brno - mesto,south Moravia,9897,1.96,POPLATEK MESICNE,51090.06474820144,139,786550,0,0.0,0
1315,1096,M,76,Chomutov,north Bohemia,9675,7.68,POPLATEK MESICNE,22177.15740740741,108,262321,0,0.0,0
1316,1097,F,53,Bruntal,north Moravia,8110,6.55,POPLATEK MESICNE,45495.34412955466,247,1219334,0,0.0,1
1318,1098,M,68,Pardubice,east Bohemia,9538,1.81,POPLATEK MESICNE,27270.648967551624,339,647341,0,0.0,0
1321,1100,F,22,Jablonec n. Nisou,north Bohemia,8867,1.21,POPLATEK MESICNE,13437.814102564103,156,164609,0,0.0,0
1322,1101,F,54,Kladno,central Bohemia,9753,5.05,POPLATEK MESICNE,35052.608695652176,69,673765,0,0.0,1
1323,1102,M,55,Karvina,north Moravia,10177,7.75,POPLATEK MESICNE,26461.58791208791,182,539923,0,0.0,0
1324,1103,F,43,Zdar nad Sazavou,south Moravia,8512,4.12,POPLATEK MESICNE,42766.275132275136,189,1897570,0,0.0,0
1325,1104,M,54,Most,north Bohemia,10446,9.4,POPLATEK MESICNE,41578.78431372549,204,1231199,0,0.0,0
1326,1105,F,43,Brno - venkov,south Moravia,8743,2.43,POPLATEK MESICNE,23571.477272727272,308,970798,0,0.0,0
1327,1106,F,36,Strakonice,south Bohemia,8547,3.64,POPLATEK TYDNE,37400.72823218998,379,3544932,0,192552.0,0
1328,1107,F,62,Havlickuv Brod,east Bohemia,8388,2.94,POPLATEK MESICNE,28189.9604519774,354,800144,0,0.0,0
1329,1108,M,81,Plzen - mesto,west Bohemia,10787,3.09,POPLATEK MESICNE,38589.41078838174,241,384677,0,0.0,1
1330,1109,M,31,Zdar nad Sazavou,south Moravia,8512,4.12,POPLATEK MESICNE,49164.61344537815,238,1911987,0,0.0,0
1331,1110,M,36,Brno - mesto,south Moravia,9897,1.96,POPLATEK MESICNE,31925.31868131868,91,499064,0,0.0,0
1332,1111,F,42,Kolin,central Bohemia,9307,4.43,POPLATEK MESICNE,42480.96153846154,182,1500465,0,0.0,0
1333,1112,M,50,Rychnov nad Kneznou,east Bohemia,9060,2.44,POPLATEK MESICNE,57808.46696035242,227,1861325,0,0.0,1
1334,1113,M,21,Mlada Boleslav,central Bohemia,11277,1.44,POPLATEK MESICNE,38139.920731707316,164,552433,0,0.0,0
1335,1114,F,38,Hl.m. Praha,Prague,12541,0.43,POPLATEK TYDNE,38207.99074074074,324,3047229,0,0.0,0
1337,1115,F,20,Breclav,south Moravia,8772,4.98,POPLATEK MESICNE,17495.991097922848,337,461330,0,0.0,0
1339,1116,M,40,Domazlice,west Bohemia,8620,1.25,POPLATEK MESICNE,38568.68156424581,358,1769580,0,0.0,1
1340,1117,F,60,Frydek - Mistek,north Moravia,9893,4.72,POPLATEK MESICNE,19963.746666666666,150,284954,0,0.0,0
1341,1118,F,37,Jesenik,north Moravia,8173,7.01,POPLATEK MESICNE,25068.203007518798,399,1096635,0,0.0,0
1343,1120,F,60,Hl.m. Praha,Prague,12541,0.43,POPLATEK MESICNE,20404.125,360,654925,0,0.0,0
1345,1121,M,31,Ceska Lipa,north Bohemia,9272,3.22,POPLATEK MESICNE,50725.50632911392,158,1187387,0,0.0,1
1346,1122,M,45,Rakovnik,central Bohemia,8598,3.26,POPLATEK MESICNE,24315.684782608696,184,845443,0,0.0,0
1347,1123,M,29,Rakovnik,central Bohemia,8598,3.26,POPLATEK MESICNE,31797.686419753085,405,2189248,0,0.0,0
1349,1124,F,31,Plzen - mesto,west Bohemia,10787,3.09,POPLATEK MESICNE,61667.30651340996,261,3283503,0,0.0,0
1350,1125,M,40,Hl.m. Praha,Prague,12541,0.43,POPLATEK TYDNE,52490.60833333333,120,1418629,0,0.0,0
1352,1126,F,28,Brno - mesto,south Moravia,9897,1.96,POPLATEK MESICNE,39184.90404040404,396,872832,0,0.0,0
1353,1127,M,40,Plzen - jih,west Bohemia,8561,1.29,POPLATEK MESICNE,62634.021844660194,412,3579862,0,0.0,1
1354,1128,M,78,Zlin,south Moravia,9624,2.31,POPLATEK MESICNE,36842.771704180064,311,711752,0,0.0,0
1355,1129,F,23,Jablonec n. Nisou,north Bohemia,8867,1.21,POPLATEK MESICNE,45052.35161290323,310,2416845,0,0.0,0
1356,1130,M,67,Hl.m. Praha,Prague,12541,0.43,POPLATEK MESICNE,33825.91111111111,90,216653,0,0.0,0
1359,1132,F,48,Hl.m. Praha,Prague,12541,0.43,POPLATEK TYDNE,67311.16666666667,414,7386444,0,0.0,1
1361,1133,F,77,Hl.m. Praha,Prague,12541,0.43,POPLATEK MESICNE,16451.125,328,547768,0,0.0,0
1363,1134,F,20,Kutna Hora,central Bohemia,8546,4.02,POPLATEK MESICNE,23387.409691629957,454,1848717,0,0.0,0
1364,1135,M,66,Hl.m. Praha,Prague,12541,0.43,POPLATEK MESICNE,29697.152380952382,210,381882,0,0.0,0
1366,1136,F,19,Pribram,central Bohemia,8754,4.31,POPLATEK MESICNE,43189.0,438,4295231,0,0.0,0
1367,1137,F,34,Prostejov,south Moravia,8441,4.48,POPLATEK MESICNE,15841.783132530121,166,214715,0,0.0,0
